Date,Season,Team,Opponent,HomeFlag,GF,GA,Manager,ManagerStart,ManagerEnd,MatchNumMgr,Window1,Window2,Window3
11/28/2021,2021/2022,Watford,Leicester City,0,2,4,CLAUDIO RANIERI,4/10/2021,1/1/2100,13,0,0,0
12/1/2021,2021/2022,Watford,Chelsea,1,1,2,CLAUDIO RANIERI,4/10/2021,1/1/2100,14,0,0,0
12/4/2021,2021/2022,Watford,Manchester City,1,1,3,CLAUDIO RANIERI,4/10/2021,1/1/2100,15,0,0,0
12/10/2021,2021/2022,Watford,Brentford,0,1,2,CLAUDIO RANIERI,4/10/2021,1/1/2100,16,0,0,0
12/28/2021,2021/2022,Watford,West Ham,1,1,4,CLAUDIO RANIERI,4/10/2021,1/1/2100,17,0,0,0
1/1/2022,2021/2022,Watford,Tottenham,1,0,1,CLAUDIO RANIERI,4/10/2021,1/1/2100,18,0,0,0
1/15/2022,2021/2022,Watford,Newcastle Utd,0,1,1,CLAUDIO RANIERI,4/10/2021,1/1/2100,19,0,0,0
1/21/2022,2021/2022,Watford,Norwich City,1,0,3,CLAUDIO RANIERI,4/10/2021,1/1/2100,20,0,0,0
2/22/2019,2018/2019,Watford,Cardiff City,0,5,1,HAYDEN MULLINS,2/12/2019,8/12/2019,1,1,0,0
2/27/2019,2018/2019,Watford,Liverpool,0,0,5,HAYDEN MULLINS,2/12/2019,8/12/2019,2,1,0,0
3/3/2019,2018/2019,Watford,Leicester City,1,2,1,HAYDEN MULLINS,2/12/2019,8/12/2019,3,1,0,0
3/9/2019,2018/2019,Watford,Manchester City,0,1,3,HAYDEN MULLINS,2/12/2019,8/12/2019,4,0,1,0
3/30/2019,2018/2019,Watford,Manchester Utd,0,1,2,HAYDEN MULLINS,2/12/2019,8/12/2019,5,0,1,0
4/2/2019,2018/2019,Watford,Fulham,1,4,1,HAYDEN MULLINS,2/12/2019,8/12/2019,6,0,1,0
4/15/2019,2018/2019,Watford,Arsenal,1,0,1,HAYDEN MULLINS,2/12/2019,8/12/2019,7,0,0,1
4/20/2019,2018/2019,Watford,Huddersfield,0,2,1,HAYDEN MULLINS,2/12/2019,8/12/2019,8,0,0,1
4/23/2019,2018/2019,Watford,Southampton,1,1,1,HAYDEN MULLINS,2/12/2019,8/12/2019,9,0,0,1
4/27/2019,2018/2019,Watford,Wolves,1,1,2,HAYDEN MULLINS,2/12/2019,8/12/2019,10,0,0,1
5/5/2019,2018/2019,Watford,Chelsea,0,0,3,HAYDEN MULLINS,2/12/2019,8/12/2019,11,0,0,0
5/12/2019,2018/2019,Watford,West Ham,1,1,4,HAYDEN MULLINS,2/12/2019,8/12/2019,12,0,0,0
8/10/2019,2019/2020,Watford,Brighton,1,0,3,HAYDEN MULLINS,2/12/2019,8/12/2019,13,0,0,0
7/21/2020,2019/2020,Watford,Manchester City,1,0,4,HAYDEN MULLINS,7/19/2020,1/1/2100,14,0,0,0
7/26/2020,2019/2020,Watford,Arsenal,0,2,3,HAYDEN MULLINS,7/19/2020,1/1/2100,15,0,0,0
1/31/2018,2017/2018,Watford,Stoke City,0,0,0,JAVI GARCIA,1/21/2018,7/9/2019,1,1,0,0
2/5/2018,2017/2018,Watford,Chelsea,1,4,1,JAVI GARCIA,1/21/2018,7/9/2019,2,1,0,0
2/10/2018,2017/2018,Watford,West Ham,0,0,2,JAVI GARCIA,1/21/2018,7/9/2019,3,1,0,0
2/24/2018,2017/2018,Watford,Everton,1,1,0,JAVI GARCIA,1/21/2018,7/9/2019,4,0,1,0
3/3/2018,2017/2018,Watford,West Brom,1,1,0,JAVI GARCIA,1/21/2018,7/9/2019,5,0,1,0
3/11/2018,2017/2018,Watford,Arsenal,0,0,3,JAVI GARCIA,1/21/2018,7/9/2019,6,0,1,0
3/17/2018,2017/2018,Watford,Liverpool,0,0,5,JAVI GARCIA,1/21/2018,7/9/2019,7,0,0,1
3/31/2018,2017/2018,Watford,Bournemouth,1,2,2,JAVI GARCIA,1/21/2018,7/9/2019,8,0,0,1
4/7/2018,2017/2018,Watford,Burnley,1,1,2,JAVI GARCIA,1/21/2018,7/9/2019,9,0,0,1
4/14/2018,2017/2018,Watford,Huddersfield,0,0,1,JAVI GARCIA,1/21/2018,7/9/2019,10,0,0,1
4/21/2018,2017/2018,Watford,Crystal Palace,1,0,0,JAVI GARCIA,1/21/2018,7/9/2019,11,0,0,0
4/30/2018,2017/2018,Watford,Tottenham,0,0,2,JAVI GARCIA,1/21/2018,7/9/2019,12,0,0,0
5/5/2018,2017/2018,Watford,Newcastle Utd,1,2,1,JAVI GARCIA,1/21/2018,7/9/2019,13,0,0,0
5/13/2018,2017/2018,Watford,Manchester Utd,0,0,1,JAVI GARCIA,1/21/2018,7/9/2019,14,0,0,0
8/11/2018,2018/2019,Watford,Brighton,1,2,0,JAVI GARCIA,1/21/2018,7/9/2019,15,0,0,0
8/19/2018,2018/2019,Watford,Burnley,0,3,1,JAVI GARCIA,1/21/2018,7/9/2019,16,0,0,0
8/26/2018,2018/2019,Watford,Crystal Palace,1,2,1,JAVI GARCIA,1/21/2018,7/9/2019,17,0,0,0
9/2/2018,2018/2019,Watford,Tottenham,1,2,1,JAVI GARCIA,1/21/2018,7/9/2019,18,0,0,0
9/15/2018,2018/2019,Watford,Manchester Utd,1,1,2,JAVI GARCIA,1/21/2018,7/9/2019,19,0,0,0
9/22/2018,2018/2019,Watford,Fulham,0,1,1,JAVI GARCIA,1/21/2018,7/9/2019,20,0,0,0
9/29/2018,2018/2019,Watford,Arsenal,0,0,2,JAVI GARCIA,1/21/2018,7/9/2019,21,0,0,0
10/6/2018,2018/2019,Watford,Bournemouth,1,0,4,JAVI GARCIA,1/21/2018,7/9/2019,22,0,0,0
10/20/2018,2018/2019,Watford,Wolves,0,2,0,JAVI GARCIA,1/21/2018,7/9/2019,23,0,0,0
10/27/2018,2018/2019,Watford,Huddersfield,1,3,0,JAVI GARCIA,1/21/2018,7/9/2019,24,0,0,0
11/3/2018,2018/2019,Watford,Newcastle Utd,0,0,1,JAVI GARCIA,1/21/2018,7/9/2019,25,0,0,0
11/10/2018,2018/2019,Watford,Southampton,0,1,1,JAVI GARCIA,1/21/2018,7/9/2019,26,0,0,0
11/24/2018,2018/2019,Watford,Liverpool,1,0,3,JAVI GARCIA,1/21/2018,7/9/2019,27,0,0,0
12/1/2018,2018/2019,Watford,Leicester City,0,0,2,JAVI GARCIA,1/21/2018,7/9/2019,28,0,0,0
12/4/2018,2018/2019,Watford,Manchester City,1,1,2,JAVI GARCIA,1/21/2018,7/9/2019,29,0,0,0
12/10/2018,2018/2019,Watford,Everton,0,2,2,JAVI GARCIA,1/21/2018,7/9/2019,30,0,0,0
12/15/2018,2018/2019,Watford,Cardiff City,1,3,2,JAVI GARCIA,1/21/2018,7/9/2019,31,0,0,0
12/22/2018,2018/2019,Watford,West Ham,0,2,0,JAVI GARCIA,1/21/2018,7/9/2019,32,0,0,0
12/26/2018,2018/2019,Watford,Chelsea,1,1,2,JAVI GARCIA,1/21/2018,7/9/2019,33,0,0,0
12/29/2018,2018/2019,Watford,Newcastle Utd,1,1,1,JAVI GARCIA,1/21/2018,7/9/2019,34,0,0,0
1/2/2019,2018/2019,Watford,Bournemouth,0,3,3,JAVI GARCIA,1/21/2018,7/9/2019,35,0,0,0
1/14/2017,2016/2017,Watford,Middlesbrough,1,0,0,MARCO SILVA,1/7/2017,1/1/2100,1,1,0,0
1/21/2017,2016/2017,Watford,Bournemouth,0,2,2,MARCO SILVA,1/7/2017,1/1/2100,2,1,0,0
1/31/2017,2016/2017,Watford,Arsenal,0,2,1,MARCO SILVA,1/7/2017,1/1/2100,3,1,0,0
2/4/2017,2016/2017,Watford,Burnley,1,2,1,MARCO SILVA,1/7/2017,1/1/2100,4,0,1,0
2/11/2017,2016/2017,Watford,Manchester Utd,0,0,2,MARCO SILVA,1/7/2017,1/1/2100,5,0,1,0
2/25/2017,2016/2017,Watford,West Ham,1,1,1,MARCO SILVA,1/7/2017,1/1/2100,6,0,1,0
3/4/2017,2016/2017,Watford,Southampton,1,3,4,MARCO SILVA,1/7/2017,1/1/2100,7,0,0,1
3/18/2017,2016/2017,Watford,Crystal Palace,0,0,1,MARCO SILVA,1/7/2017,1/1/2100,8,0,0,1
4/1/2017,2016/2017,Watford,Sunderland,1,1,0,MARCO SILVA,1/7/2017,1/1/2100,9,0,0,1
4/4/2017,2016/2017,Watford,West Brom,1,2,0,MARCO SILVA,1/7/2017,1/1/2100,10,0,0,1
4/8/2017,2016/2017,Watford,Tottenham,0,0,4,MARCO SILVA,1/7/2017,1/1/2100,11,0,0,0
4/15/2017,2016/2017,Watford,Swansea City,1,1,0,MARCO SILVA,1/7/2017,1/1/2100,12,0,0,0
4/22/2017,2016/2017,Watford,Hull City,0,0,2,MARCO SILVA,1/7/2017,1/1/2100,13,0,0,0
5/1/2017,2016/2017,Watford,Liverpool,1,0,1,MARCO SILVA,1/7/2017,1/1/2100,14,0,0,0
5/6/2017,2016/2017,Watford,Leicester City,0,0,3,MARCO SILVA,1/7/2017,1/1/2100,15,0,0,0
5/12/2017,2016/2017,Watford,Everton,0,0,1,MARCO SILVA,1/7/2017,1/1/2100,16,0,0,0
5/15/2017,2016/2017,Watford,Chelsea,0,3,4,MARCO SILVA,1/7/2017,1/1/2100,17,0,0,0
5/21/2017,2016/2017,Watford,Manchester City,1,0,5,MARCO SILVA,1/7/2017,1/1/2100,18,0,0,0
8/12/2017,2017/2018,Watford,Liverpool,1,3,3,MARCO SILVA,1/7/2017,1/1/2100,19,0,0,0
8/19/2017,2017/2018,Watford,Bournemouth,0,2,0,MARCO SILVA,1/7/2017,1/1/2100,20,0,0,0
8/26/2017,2017/2018,Watford,Brighton,1,0,0,MARCO SILVA,1/7/2017,1/1/2100,21,0,0,0
9/9/2017,2017/2018,Watford,Southampton,0,2,0,MARCO SILVA,1/7/2017,1/1/2100,22,0,0,0
9/16/2017,2017/2018,Watford,Manchester City,1,0,6,MARCO SILVA,1/7/2017,1/1/2100,23,0,0,0
9/23/2017,2017/2018,Watford,Swansea City,0,2,1,MARCO SILVA,1/7/2017,1/1/2100,24,0,0,0
9/30/2017,2017/2018,Watford,West Brom,0,2,2,MARCO SILVA,1/7/2017,1/1/2100,25,0,0,0
10/14/2017,2017/2018,Watford,Arsenal,1,2,1,MARCO SILVA,1/7/2017,1/1/2100,26,0,0,0
10/21/2017,2017/2018,Watford,Chelsea,0,2,4,MARCO SILVA,1/7/2017,1/1/2100,27,0,0,0
10/28/2017,2017/2018,Watford,Stoke City,1,0,1,MARCO SILVA,1/7/2017,1/1/2100,28,0,0,0
11/5/2017,2017/2018,Watford,Everton,0,2,3,MARCO SILVA,1/7/2017,1/1/2100,29,0,0,0
11/19/2017,2017/2018,Watford,West Ham,1,2,0,MARCO SILVA,1/7/2017,1/1/2100,30,0,0,0
11/25/2017,2017/2018,Watford,Newcastle Utd,0,3,0,MARCO SILVA,1/7/2017,1/1/2100,31,0,0,0
11/28/2017,2017/2018,Watford,Manchester Utd,1,2,4,MARCO SILVA,1/7/2017,1/1/2100,32,0,0,0
12/2/2017,2017/2018,Watford,Tottenham,1,1,1,MARCO SILVA,1/7/2017,1/1/2100,33,0,0,0
12/9/2017,2017/2018,Watford,Burnley,0,0,1,MARCO SILVA,1/7/2017,1/1/2100,34,0,0,0
12/12/2017,2017/2018,Watford,Crystal Palace,0,1,2,MARCO SILVA,1/7/2017,1/1/2100,35,0,0,0
12/16/2017,2017/2018,Watford,Huddersfield,1,1,4,MARCO SILVA,1/7/2017,1/1/2100,36,0,0,0
12/23/2017,2017/2018,Watford,Brighton,0,0,1,MARCO SILVA,1/7/2017,1/1/2100,37,0,0,0
12/26/2017,2017/2018,Watford,Leicester City,1,2,1,MARCO SILVA,1/7/2017,1/1/2100,38,0,0,0
12/30/2017,2017/2018,Watford,Swansea City,1,1,2,MARCO SILVA,1/7/2017,1/1/2100,39,0,0,0
1/2/2018,2017/2018,Watford,Manchester City,0,1,3,MARCO SILVA,1/7/2017,1/1/2100,40,0,0,0
1/13/2018,2017/2018,Watford,Southampton,1,2,2,MARCO SILVA,1/7/2017,1/1/2100,41,0,0,0
1/20/2018,2017/2018,Watford,Leicester City,0,0,2,MARCO SILVA,1/7/2017,1/1/2100,42,0,0,0
8/17/2019,2019/2020,Watford,Everton,0,0,1,MARCO SILVA,1/7/2017,1/1/2100,43,0,0,0
8/24/2019,2019/2020,Watford,West Ham,1,1,3,MARCO SILVA,1/7/2017,1/1/2100,44,0,0,0
8/31/2019,2019/2020,Watford,Newcastle Utd,0,1,1,MARCO SILVA,1/7/2017,1/1/2100,45,0,0,0
9/15/2019,2019/2020,Watford,Arsenal,1,2,2,NIGEL PEARSON,9/12/2019,1/1/2100,1,1,0,0
9/21/2019,2019/2020,Watford,Manchester City,0,0,8,NIGEL PEARSON,9/12/2019,1/1/2100,2,1,0,0
9/28/2019,2019/2020,Watford,Wolves,0,0,2,NIGEL PEARSON,9/12/2019,1/1/2100,3,1,0,0
10/5/2019,2019/2020,Watford,Sheffield Utd,1,0,0,NIGEL PEARSON,9/12/2019,1/1/2100,4,0,1,0
10/19/2019,2019/2020,Watford,Tottenham,0,1,1,NIGEL PEARSON,9/12/2019,1/1/2100,5,0,1,0
10/26/2019,2019/2020,Watford,Bournemouth,1,0,0,NIGEL PEARSON,9/12/2019,1/1/2100,6,0,1,0
11/2/2019,2019/2020,Watford,Chelsea,1,1,2,NIGEL PEARSON,9/12/2019,1/1/2100,7,0,0,1
11/8/2019,2019/2020,Watford,Norwich City,0,2,0,NIGEL PEARSON,9/12/2019,1/1/2100,8,0,0,1
11/23/2019,2019/2020,Watford,Burnley,1,0,3,NIGEL PEARSON,9/12/2019,1/1/2100,9,0,0,1
11/30/2019,2019/2020,Watford,Southampton,0,1,2,NIGEL PEARSON,9/12/2019,1/1/2100,10,0,0,1
12/4/2019,2019/2020,Watford,Leicester City,0,0,2,NIGEL PEARSON,9/12/2019,1/1/2100,11,0,0,0
12/7/2019,2019/2020,Watford,Crystal Palace,1,0,0,NIGEL PEARSON,9/12/2019,1/1/2100,12,0,0,0
12/14/2019,2019/2020,Watford,Liverpool,0,0,2,NIGEL PEARSON,9/12/2019,1/1/2100,13,0,0,0
12/22/2019,2019/2020,Watford,Manchester Utd,1,2,0,NIGEL PEARSON,9/12/2019,1/1/2100,14,0,0,0
12/26/2019,2019/2020,Watford,Sheffield Utd,0,1,1,NIGEL PEARSON,9/12/2019,1/1/2100,15,0,0,0
12/28/2019,2019/2020,Watford,Aston Villa,1,3,0,NIGEL PEARSON,9/12/2019,1/1/2100,16,0,0,0
1/1/2020,2019/2020,Watford,Wolves,1,2,1,NIGEL PEARSON,9/12/2019,1/1/2100,17,0,0,0
1/12/2020,2019/2020,Watford,Bournemouth,0,3,0,NIGEL PEARSON,9/12/2019,1/1/2100,18,0,0,0
1/18/2020,2019/2020,Watford,Tottenham,1,0,0,NIGEL PEARSON,9/12/2019,1/1/2100,19,0,0,0
1/21/2020,2019/2020,Watford,Aston Villa,0,1,2,NIGEL PEARSON,9/12/2019,1/1/2100,20,0,0,0
2/1/2020,2019/2020,Watford,Everton,1,2,3,NIGEL PEARSON,9/12/2019,1/1/2100,21,0,0,0
2/8/2020,2019/2020,Watford,Brighton,0,1,1,NIGEL PEARSON,9/12/2019,1/1/2100,22,0,0,0
2/23/2020,2019/2020,Watford,Manchester Utd,0,0,3,NIGEL PEARSON,9/12/2019,1/1/2100,23,0,0,0
2/29/2020,2019/2020,Watford,Liverpool,1,3,0,NIGEL PEARSON,9/12/2019,1/1/2100,24,0,0,0
3/7/2020,2019/2020,Watford,Crystal Palace,0,0,1,NIGEL PEARSON,9/12/2019,1/1/2100,25,0,0,0
6/20/2020,2019/2020,Watford,Leicester City,1,1,1,NIGEL PEARSON,9/12/2019,1/1/2100,26,0,0,0
6/25/2020,2019/2020,Watford,Burnley,0,0,1,NIGEL PEARSON,9/12/2019,1/1/2100,27,0,0,0
6/28/2020,2019/2020,Watford,Southampton,1,1,3,NIGEL PEARSON,9/12/2019,1/1/2100,28,0,0,0
7/4/2020,2019/2020,Watford,Chelsea,0,0,3,NIGEL PEARSON,9/12/2019,1/1/2100,29,0,0,0
7/7/2020,2019/2020,Watford,Norwich City,1,2,1,NIGEL PEARSON,9/12/2019,1/1/2100,30,0,0,0
7/11/2020,2019/2020,Watford,Newcastle Utd,1,2,1,NIGEL PEARSON,9/12/2019,1/1/2100,31,0,0,0
7/17/2020,2019/2020,Watford,West Ham,0,1,3,NIGEL PEARSON,9/12/2019,1/1/2100,32,0,0,0
8/8/2015,2015/2016,Watford,Everton,0,2,2,QUINQUE SANCHEZ FLORES,1/7/2015,1/1/2100,1,1,0,0
8/15/2015,2015/2016,Watford,West Brom,1,0,0,QUINQUE SANCHEZ FLORES,1/7/2015,1/1/2100,2,1,0,0
8/23/2015,2015/2016,Watford,Southampton,1,0,0,QUINQUE SANCHEZ FLORES,1/7/2015,1/1/2100,3,1,0,0
8/29/2015,2015/2016,Watford,Manchester City,0,0,2,QUINQUE SANCHEZ FLORES,1/7/2015,1/1/2100,4,0,1,0
9/12/2015,2015/2016,Watford,Swansea City,1,1,0,QUINQUE SANCHEZ FLORES,1/7/2015,1/1/2100,5,0,1,0
9/19/2015,2015/2016,Watford,Newcastle Utd,0,2,1,QUINQUE SANCHEZ FLORES,1/7/2015,1/1/2100,6,0,1,0
9/27/2015,2015/2016,Watford,Crystal Palace,1,0,1,QUINQUE SANCHEZ FLORES,1/7/2015,1/1/2100,7,0,0,1
10/3/2015,2015/2016,Watford,Bournemouth,0,1,1,QUINQUE SANCHEZ FLORES,1/7/2015,1/1/2100,8,0,0,1
10/17/2015,2015/2016,Watford,Arsenal,1,0,3,QUINQUE SANCHEZ FLORES,1/7/2015,1/1/2100,9,0,0,1
10/24/2015,2015/2016,Watford,Stoke City,0,2,0,QUINQUE SANCHEZ FLORES,1/7/2015,1/1/2100,10,0,0,1
10/31/2015,2015/2016,Watford,West Ham,1,2,0,QUINQUE SANCHEZ FLORES,1/7/2015,1/1/2100,11,0,0,0
11/7/2015,2015/2016,Watford,Leicester City,0,1,2,QUINQUE SANCHEZ FLORES,1/7/2015,1/1/2100,12,0,0,0
11/21/2015,2015/2016,Watford,Manchester Utd,1,1,2,QUINQUE SANCHEZ FLORES,1/7/2015,1/1/2100,13,0,0,0
11/28/2015,2015/2016,Watford,Aston Villa,0,3,2,QUINQUE SANCHEZ FLORES,1/7/2015,1/1/2100,14,0,0,0
12/5/2015,2015/2016,Watford,Norwich City,1,2,0,QUINQUE SANCHEZ FLORES,1/7/2015,1/1/2100,15,0,0,0
12/12/2015,2015/2016,Watford,Sunderland,0,1,0,QUINQUE SANCHEZ FLORES,1/7/2015,1/1/2100,16,0,0,0
12/20/2015,2015/2016,Watford,Liverpool,1,3,0,QUINQUE SANCHEZ FLORES,1/7/2015,1/1/2100,17,0,0,0
12/26/2015,2015/2016,Watford,Chelsea,0,2,2,QUINQUE SANCHEZ FLORES,1/7/2015,1/1/2100,18,0,0,0
12/28/2015,2015/2016,Watford,Tottenham,1,1,2,QUINQUE SANCHEZ FLORES,1/7/2015,1/1/2100,19,0,0,0
1/2/2016,2015/2016,Watford,Manchester City,1,1,2,QUINQUE SANCHEZ FLORES,1/7/2015,1/1/2100,20,0,0,0
1/12/2019,2018/2019,Watford,Crystal Palace,0,2,1,QUINQUE SANCHEZ FLORES,1/12/2019,7/9/2019,21,0,0,0
1/19/2019,2018/2019,Watford,Burnley,1,0,0,QUINQUE SANCHEZ FLORES,1/12/2019,7/9/2019,22,0,0,0
1/30/2019,2018/2019,Watford,Tottenham,0,1,2,QUINQUE SANCHEZ FLORES,1/12/2019,7/9/2019,23,0,0,0
2/2/2019,2018/2019,Watford,Brighton,0,0,0,QUINQUE SANCHEZ FLORES,1/12/2019,7/9/2019,24,0,0,0
2/9/2019,2018/2019,Watford,Everton,1,1,0,QUINQUE SANCHEZ FLORES,1/12/2019,7/9/2019,25,0,0,0
2/5/2022,2021/2022,Watford,Burnley,0,0,0,ROY HODGSON,1/25/2022,1/1/2100,1,1,0,0
2/8/2022,2021/2022,Watford,West Ham,0,0,1,ROY HODGSON,1/25/2022,1/1/2100,2,1,0,0
2/12/2022,2021/2022,Watford,Brighton,1,0,2,ROY HODGSON,1/25/2022,1/1/2100,3,1,0,0
2/19/2022,2021/2022,Watford,Aston Villa,0,1,0,ROY HODGSON,1/25/2022,1/1/2100,4,0,1,0
2/23/2022,2021/2022,Watford,Crystal Palace,1,1,4,ROY HODGSON,1/25/2022,1/1/2100,5,0,1,0
2/26/2022,2021/2022,Watford,Manchester Utd,0,0,0,ROY HODGSON,1/25/2022,1/1/2100,6,0,1,0
3/6/2022,2021/2022,Watford,Arsenal,1,2,3,ROY HODGSON,1/25/2022,1/1/2100,7,0,0,1
3/10/2022,2021/2022,Watford,Wolves,0,0,4,ROY HODGSON,1/25/2022,1/1/2100,8,0,0,1
3/13/2022,2021/2022,Watford,Southampton,0,2,1,ROY HODGSON,1/25/2022,1/1/2100,9,0,0,1
4/2/2022,2021/2022,Watford,Liverpool,0,0,2,ROY HODGSON,1/25/2022,1/1/2100,10,0,0,1
4/9/2022,2021/2022,Watford,Leeds United,1,0,3,ROY HODGSON,1/25/2022,1/1/2100,11,0,0,0
4/16/2022,2021/2022,Watford,Brentford,1,1,2,ROY HODGSON,1/25/2022,1/1/2100,12,0,0,0
4/23/2022,2021/2022,Watford,Manchester City,0,1,5,ROY HODGSON,1/25/2022,1/1/2100,13,0,0,0
4/30/2022,2021/2022,Watford,Burnley,1,1,2,ROY HODGSON,1/25/2022,1/1/2100,14,0,0,0
5/7/2022,2021/2022,Watford,Crystal Palace,0,0,1,ROY HODGSON,1/25/2022,1/1/2100,15,0,0,0
5/11/2022,2021/2022,Watford,Everton,1,0,0,ROY HODGSON,1/25/2022,1/1/2100,16,0,0,0
5/15/2022,2021/2022,Watford,Leicester City,1,1,5,ROY HODGSON,1/25/2022,1/1/2100,17,0,0,0
5/22/2022,2021/2022,Watford,Chelsea,0,1,2,ROY HODGSON,1/25/2022,1/1/2100,18,0,0,0
1/13/2016,2015/2016,Watford,Southampton,0,0,2,WALTER MAZZARRI,1/7/2016,1/1/2100,1,1,0,0
1/18/2016,2015/2016,Watford,Swansea City,0,0,1,WALTER MAZZARRI,1/7/2016,1/1/2100,2,1,0,0
1/23/2016,2015/2016,Watford,Newcastle Utd,1,2,1,WALTER MAZZARRI,1/7/2016,1/1/2100,3,1,0,0
2/3/2016,2015/2016,Watford,Chelsea,1,0,0,WALTER MAZZARRI,1/7/2016,1/1/2100,4,0,1,0
2/6/2016,2015/2016,Watford,Tottenham,0,0,1,WALTER MAZZARRI,1/7/2016,1/1/2100,5,0,1,0
2/13/2016,2015/2016,Watford,Crystal Palace,0,2,1,WALTER MAZZARRI,1/7/2016,1/1/2100,6,0,1,0
2/27/2016,2015/2016,Watford,Bournemouth,1,0,0,WALTER MAZZARRI,1/7/2016,1/1/2100,7,0,0,1
3/2/2016,2015/2016,Watford,Manchester Utd,0,0,1,WALTER MAZZARRI,1/7/2016,1/1/2100,8,0,0,1
3/5/2016,2015/2016,Watford,Leicester City,1,0,1,WALTER MAZZARRI,1/7/2016,1/1/2100,9,0,0,1
3/19/2016,2015/2016,Watford,Stoke City,1,1,2,WALTER MAZZARRI,1/7/2016,1/1/2100,10,0,0,1
4/2/2016,2015/2016,Watford,Arsenal,0,0,4,WALTER MAZZARRI,1/7/2016,1/1/2100,11,0,0,0
4/9/2016,2015/2016,Watford,Everton,1,1,1,WALTER MAZZARRI,1/7/2016,1/1/2100,12,0,0,0
4/16/2016,2015/2016,Watford,West Brom,0,1,0,WALTER MAZZARRI,1/7/2016,1/1/2100,13,0,0,0
4/20/2016,2015/2016,Watford,West Ham,0,1,3,WALTER MAZZARRI,1/7/2016,1/1/2100,14,0,0,0
4/30/2016,2015/2016,Watford,Aston Villa,1,3,2,WALTER MAZZARRI,1/7/2016,1/1/2100,15,0,0,0
5/8/2016,2015/2016,Watford,Liverpool,0,0,2,WALTER MAZZARRI,1/7/2016,1/1/2100,16,0,0,0
5/11/2016,2015/2016,Watford,Norwich City,0,2,4,WALTER MAZZARRI,1/7/2016,1/1/2100,17,0,0,0
5/15/2016,2015/2016,Watford,Sunderland,1,2,2,WALTER MAZZARRI,1/7/2016,1/1/2100,18,0,0,0
8/13/2016,2016/2017,Watford,Southampton,0,1,1,WALTER MAZZARRI,1/7/2016,1/1/2100,19,0,0,0
8/20/2016,2016/2017,Watford,Chelsea,1,1,2,WALTER MAZZARRI,1/7/2016,1/1/2100,20,0,0,0
8/27/2016,2016/2017,Watford,Arsenal,1,1,3,WALTER MAZZARRI,1/7/2016,1/1/2100,21,0,0,0
9/10/2016,2016/2017,Watford,West Ham,0,4,2,WALTER MAZZARRI,1/7/2016,1/1/2100,22,0,0,0
9/18/2016,2016/2017,Watford,Manchester Utd,1,3,1,WALTER MAZZARRI,1/7/2016,1/1/2100,23,0,0,0
9/26/2016,2016/2017,Watford,Burnley,0,0,2,WALTER MAZZARRI,1/7/2016,1/1/2100,24,0,0,0
10/1/2016,2016/2017,Watford,Bournemouth,1,2,2,WALTER MAZZARRI,1/7/2016,1/1/2100,25,0,0,0
10/16/2016,2016/2017,Watford,Middlesbrough,0,1,0,WALTER MAZZARRI,1/7/2016,1/1/2100,26,0,0,0
10/22/2016,2016/2017,Watford,Swansea City,0,0,0,WALTER MAZZARRI,1/7/2016,1/1/2100,27,0,0,0
10/29/2016,2016/2017,Watford,Hull City,1,1,0,WALTER MAZZARRI,1/7/2016,1/1/2100,28,0,0,0
11/6/2016,2016/2017,Watford,Liverpool,0,1,6,WALTER MAZZARRI,1/7/2016,1/1/2100,29,0,0,0
11/19/2016,2016/2017,Watford,Leicester City,1,2,1,WALTER MAZZARRI,1/7/2016,1/1/2100,30,0,0,0
11/27/2016,2016/2017,Watford,Stoke City,1,0,1,WALTER MAZZARRI,1/7/2016,1/1/2100,31,0,0,0
12/3/2016,2016/2017,Watford,West Brom,0,1,3,WALTER MAZZARRI,1/7/2016,1/1/2100,32,0,0,0
12/10/2016,2016/2017,Watford,Everton,1,3,2,WALTER MAZZARRI,1/7/2016,1/1/2100,33,0,0,0
12/14/2016,2016/2017,Watford,Manchester City,0,0,2,WALTER MAZZARRI,1/7/2016,1/1/2100,34,0,0,0
12/17/2016,2016/2017,Watford,Sunderland,0,0,1,WALTER MAZZARRI,1/7/2016,1/1/2100,35,0,0,0
12/26/2016,2016/2017,Watford,Crystal Palace,1,1,1,WALTER MAZZARRI,1/7/2016,1/1/2100,36,0,0,0
1/1/2017,2016/2017,Watford,Tottenham,1,1,4,WALTER MAZZARRI,1/7/2016,1/1/2100,37,0,0,0
1/3/2017,2016/2017,Watford,Stoke City,0,0,2,WALTER MAZZARRI,1/7/2016,1/1/2100,38,0,0,0
8/16/2014,2014/2015,West Brom,Sunderland,1,2,2,ALAN IRVINE,1/7/2014,1/1/2100,101,0,0,0
8/23/2014,2014/2015,West Brom,Southampton,0,0,0,ALAN IRVINE,1/7/2014,1/1/2100,102,0,0,0
8/30/2014,2014/2015,West Brom,Swansea City,0,0,3,ALAN IRVINE,1/7/2014,1/1/2100,103,0,0,0
9/13/2014,2014/2015,West Brom,Everton,1,0,2,ALAN IRVINE,1/7/2014,1/1/2100,104,0,0,0
9/21/2014,2014/2015,West Brom,Tottenham,0,1,0,ALAN IRVINE,1/7/2014,1/1/2100,105,0,0,0
9/28/2014,2014/2015,West Brom,Burnley,1,4,0,ALAN IRVINE,1/7/2014,1/1/2100,106,0,0,0
10/4/2014,2014/2015,West Brom,Liverpool,0,1,2,ALAN IRVINE,1/7/2014,1/1/2100,107,0,0,0
